Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
46,David Givens,NWE,25,WR,13,10,96,59,61.5%,738,12.5,2,33,52.1,40,7.7,4.5,56.8,0,GiveDa00
47,Drew Bennett,TEN,27,WR,13,10,109,58,53.2%,738,12.7,4,36,45.0,55,6.8,4.5,56.8,0,BennDr00
48,Eric Parker,SDG,26,WR,15,9,80,57,71.3%,725,12.7,3,36,62.5,49,9.1,3.8,48.3,2,ParkEr00
49,Jabar Gaffney,HOU,25,WR,16,13,90,55,61.1%,492,8.9,2,31,50.0,29,5.5,3.4,30.8,0,GaffJa00
50,Joe Jurevicius,SEA,31,WR,16,12,84,55,65.5%,694,12.6,10,39,61.9,52,8.3,3.4,43.4,1,JureJo00
51,Erron Kinney,TEN,28,TE,14,14,72,55,76.4%,543,9.9,2,25,50.0,27,7.5,3.9,38.8,0,KinnEr00
52,Ben Troupe,TEN,23,TE,15,11,80,55,68.8%,530,9.6,4,31,56.3,35,6.6,3.7,35.3,2,TrouBe00
53,Tiki Barber*+,NYG,30,RB,16,16,70,54,77.1%,530,9.8,2,22,55.7,48,7.6,3.4,33.1,1,BarbTi00
54,Chris Perry,CIN,24,RB,14,2,62,51,82.3%,328,6.4,2,17,45.2,28,5.3,3.6,23.4,2,PerrCh00
55,LaDainian Tomlinson*,SDG,26,RB,16,16,77,51,66.2%,370,7.3,2,15,33.8,41,4.8,3.2,23.1,3,TomlLa00
56,Brian Finneran,ATL,29,WR,16,7,81,50,61.7%,611,12.2,2,31,45.7,53,7.5,3.1,38.2,0,FinnBr00
57,Travis Taylor,MIN,27,WR,16,13,90,50,55.6%,604,12.1,4,35,46.7,31,6.7,3.1,37.8,1,TaylTr01
58,Antonio Chatman,GNB,26,WR,16,3,86,49,57.0%,549,11.2,4,31,51.2,25,6.4,3.1,34.3,0,ChatAn00
59,Joe Horn,NOR,33,WR,13,13,103,49,47.6%,654,13.3,1,37,43.7,30,6.3,3.8,50.3,2,HornJo00
60,Lee Evans,BUF,24,WR,16,15,92,48,52.2%,743,15.5,7,29,44.6,65,8.1,3.0,46.4,0,EvanLe00
61,Tony Fisher,GNB,26,RB,14,4,65,48,73.8%,347,7.2,1,11,41.5,15,5.3,3.4,24.8,2,FishTo00
62,Greg Lewis,PHI,25,WR,16,16,105,48,45.7%,561,11.7,1,30,41.9,34,5.3,3.0,35.1,0,LewiGr01
63,Brandon Lloyd,SFO,24,WR,16,15,109,48,44.0%,733,15.3,5,34,39.4,89,6.7,3.0,45.8,1,LloyBr00
64,Terrell Owens,PHI,32,WR,7,7,92,47,51.1%,763,16.2,6,32,45.7,91,8.3,6.7,109.0,0,OwenTe00
65,Shaun McDonald,STL,24,WR,16,2,74,46,62.2%,523,11.4,0,28,50.0,31,7.1,2.9,32.7,1,McDoSh00
66,Marcus Pollard,DET,33,TE,16,16,79,46,58.2%,516,11.2,3,28,44.3,86,6.5,2.9,32.3,1,PollMa00
67,Jerramy Stevens,SEA,26,TE,16,11,68,45,66.2%,554,12.3,5,31,61.8,35,8.1,2.8,34.6,0,StevJe00
68,Roy Williams,DET,24,WR,13,12,94,45,47.9%,687,15.3,8,31,44.7,51,7.3,3.5,52.8,0,WillRo04
69,Mark Clayton,BAL,23,WR,14,10,87,44,50.6%,471,10.7,2,22,39.1,47,5.4,3.1,33.6,0,ClayMa01
70,Marshall Faulk,STL,32,RB,16,1,58,44,75.9%,291,6.6,1,18,43.1,18,5.0,2.8,18.2,2,FaulMa00
71,Edgerrin James*,IND,27,RB,15,15,50,44,88.0%,337,7.7,1,22,56.0,20,6.7,2.9,22.5,2,JameEd00
72,Reggie Brown,PHI,24,WR,16,11,79,43,54.4%,571,13.3,4,24,43.0,56,7.2,2.7,35.7,1,BrowRe01
73,Steve Heiden,CLE,29,TE,15,13,60,43,71.7%,401,9.3,3,20,60.0,62,6.7,2.9,26.7,0,HeidSt00
74,Steven Jackson,STL,22,RB,15,15,55,43,78.2%,320,7.4,2,13,56.4,27,5.8,2.9,21.3,3,JackSt00
75,Justin McCareins,NYJ,27,WR,16,16,102,43,42.2%,713,16.6,2,33,40.2,45,7.0,2.7,44.6,0,McCaJu00
76,Ashley Lelie,DEN,25,WR,16,13,88,42,47.7%,770,18.3,1,29,44.3,56,8.8,2.6,48.1,0,LeliAs00
77,Dennis Northcutt,CLE,28,WR,16,7,77,42,54.5%,441,10.5,2,19,45.5,58,5.7,2.6,27.6,0,NortDe00
78,Alex Smith,TAM,23,TE,16,10,61,41,67.2%,367,9.0,2,22,54.1,24,6.0,2.6,22.9,0,SmitAl02
79,Brandon Stokley,IND,29,WR,15,4,67,41,61.2%,543,13.2,1,29,52.2,45,8.1,2.7,36.2,0,StokBr00
80,Chester Taylor,BAL,26,RB,15,1,53,41,77.4%,292,7.1,1,13,37.7,20,5.5,2.7,19.5,3,TaylCh01
81,Ernest Wilford,JAX,26,WR,16,8,74,41,55.4%,681,16.6,7,35,54.1,39,9.2,2.6,42.6,0,WilfEr00
82,Bryant Johnson,ARI,24,WR,14,4,72,40,55.6%,432,10.8,1,25,44.4,41,6.0,2.9,30.9,0,JohnBr02
83,Scottie Vines,DET,26,WR,13,11,71,40,56.3%,417,10.4,0,22,42.3,40,5.9,3.1,32.1,0,VineSc00
84,Marty Booker,MIA,29,WR,15,12,86,39,45.3%,686,17.6,3,30,43.0,60,8.0,2.6,45.7,0,BookMa00
85,Troy Brown,NWE,34,WR/DB,13,3,59,39,66.1%,466,11.9,2,25,59.3,71,7.9,3.0,35.8,0,BrowTr00
86,Reuben Droughns,CLE,27,RB,16,16,56,39,69.6%,369,9.5,0,14,46.4,51,6.6,2.4,23.1,6,DrouRe00
87,Heath Miller,PIT,23,TE,16,15,52,39,75.0%,459,11.8,6,22,55.8,50,8.8,2.4,28.7,0,MillHe00
88,Domanick Williams,HOU,25,RB,11,11,48,39,81.3%,337,8.6,4,19,45.8,33,7.0,3.5,30.6,2,DaviDo01
89,Darrell Jackson,SEA,27,WR,6,6,55,38,69.1%,482,12.7,3,29,61.8,48,8.8,6.3,80.3,0,JackDa00
90,Shawn Bryson,DET,29,RB,16,2,47,37,78.7%,284,7.7,0,12,36.2,63,6.0,2.3,17.8,1,BrysSh00
91,Dallas Clark,IND,26,TE,15,14,52,37,71.2%,488,13.2,4,25,63.5,56,9.4,2.5,32.5,0,ClarDa00
92,Doug Gabriel,OAK,25,WR,14,2,72,37,51.4%,554,15.0,3,31,47.2,38,7.7,2.6,39.6,0,GabrDo00
93,Mewelde Moore,MIN,23,RB,16,8,49,37,75.5%,339,9.2,2,17,51.0,29,6.9,2.3,21.2,2,MoorMe00
94,Jeb Putzier,DEN,26,TE,16,4,58,37,63.8%,481,13.0,0,28,60.3,32,8.3,2.3,30.1,1,PutzJe00
95,Bo Scaife,TEN,24,TE,16,5,56,37,66.1%,273,7.4,2,17,51.8,19,4.9,2.3,17.1,0,ScaiBo00
96,Isaac Bruce,STL,33,WR,11,10,71,36,50.7%,525,14.6,3,21,43.7,46,7.4,3.3,47.7,0,BrucIs00
97,Michael Jenkins,ATL,23,WR,14,12,71,36,50.7%,508,14.1,3,28,45.1,58,7.2,2.6,36.3,1,JenkMi00
98,Matt Jones,JAX,22,WR,16,1,69,36,52.2%,432,12.0,5,23,40.6,42,6.3,2.3,27.0,2,JoneMa00
99,Samie Parker,KAN,24,WR,12,9,58,36,62.1%,533,14.8,3,27,55.2,49,9.2,3.0,44.4,2,ParkSa00
100,Michael Pittman,TAM,30,RB,16,4,46,36,78.3%,300,8.3,1,14,47.8,41,6.5,2.3,18.8,1,PittMi00
101,Ike Hilliard,TAM,29,WR,16,2,53,35,66.0%,282,8.1,1,24,54.7,22,5.3,2.2,17.6,0,HillIk00
102,Zachary Hilton,NOR,25,TE,15,6,56,35,62.5%,396,11.3,1,20,55.4,29,7.1,2.3,26.4,0,HiltZa00
103,Julius Jones,DAL,24,RB,13,12,45,35,77.8%,218,6.2,0,9,35.6,26,4.8,2.7,16.8,4,JoneJu01
104,Antwaan Randle El,PIT,26,WR,16,15,69,35,50.7%,558,15.9,1,23,46.4,63,8.1,2.2,34.9,4,RandAn00
105,Marcel Shipp,ARI,27,RB,15,11,44,35,79.5%,255,7.3,0,8,36.4,28,5.8,2.3,17.0,4,ShipMa00
106,Aaron Stecker,NOR,30,RB,15,4,48,35,72.9%,281,8.0,0,12,47.9,41,5.9,2.3,18.7,3,StecAa00
107,Reggie Williams,JAX,22,WR,16,7,63,35,55.6%,445,12.7,0,23,47.6,41,7.1,2.2,27.8,2,WillRe00
108,Obafemi Ayanbadejo,ARI,30,RB,16,2,45,34,75.6%,231,6.8,0,12,35.6,18,5.1,2.1,14.4,1,AyanOb00
109,Corey Bradford,HOU,30,WR,16,6,66,34,51.5%,436,12.8,5,19,45.5,50,6.6,2.1,27.3,0,BradCo00
110,DeShaun Foster,CAR,25,RB,15,5,48,34,70.8%,372,10.9,1,12,41.7,47,7.8,2.3,24.8,2,FostDe00
111,Az-Zahir Hakim,NOR,28,WR,12,2,58,34,58.6%,489,14.4,2,26,53.4,42,8.4,2.8,40.8,1,HakiAz00
112,Dante Hall,KAN,27,WR,16,2,51,34,66.7%,436,12.8,3,20,52.9,52,8.5,2.1,27.3,5,HallDa00
113,Larry Johnson*,KAN,26,RB,16,9,49,33,67.3%,343,10.4,1,13,51.0,36,7.0,2.1,21.4,5,JohnLa00
114,Donald Lee,GNB,25,TE,15,5,55,33,60.0%,294,8.9,2,16,45.5,27,5.3,2.2,19.6,0,LeexDo00
115,Arnaz Battle,SFO,25,WR,10,8,54,32,59.3%,363,11.3,3,20,46.3,39,6.7,3.2,36.3,1,BattAr00
116,Ronnie Brown,MIA,24,RB,15,14,47,32,68.1%,232,7.3,1,12,48.9,38,4.9,2.1,15.5,4,BrowRo05
117,Michael Clayton,TAM,23,WR,14,10,55,32,58.2%,372,11.6,0,18,41.8,41,6.8,2.3,26.6,1,ClayMi00
118,Braylon Edwards,CLE,22,WR,10,7,59,32,54.2%,512,16.0,3,22,47.5,80,8.7,3.2,51.2,0,EdwaBr00
119,Jamal Lewis,BAL,26,RB,15,15,44,32,72.7%,191,6.0,1,6,38.6,15,4.3,2.1,12.7,5,LewiJa00
120,Alvin Pearman,JAX,23,RB,16,0,36,32,88.9%,240,7.5,0,11,55.6,19,6.7,2.0,15.0,4,PearAl00
121,Josh Reed,BUF,25,WR,16,6,53,32,60.4%,449,14.0,2,20,49.1,51,8.5,2.0,28.1,0,ReedJo01
122,Kevan Barlow,SFO,26,RB,12,12,42,31,73.8%,241,7.8,0,7,31.0,24,5.7,2.6,20.1,2,BarlKe00
123,Justin Gage,CHI,24,WR,15,11,55,31,56.4%,346,11.2,2,22,54.5,25,6.3,2.1,23.1,0,GageJu00
124,Chris Henry,CIN,22,WR,14,5,50,31,62.0%,422,13.6,6,19,50.0,47,8.4,2.2,30.1,2,HenrCh00
125,Marcus Robinson,MIN,30,WR,15,9,57,31,54.4%,515,16.6,5,24,43.9,68,9.0,2.1,34.3,0,RobiMa00
126,Nate Burleson,MIN,24,WR,12,9,52,30,57.7%,328,10.9,1,20,50.0,20,6.3,2.5,27.3,0,BurlNa00
127,William Henderson,GNB,34,FB,16,8,34,30,88.2%,264,8.8,0,13,64.7,32,7.8,1.9,16.5,1,HendWi00
128,Clinton Portis,WAS,24,RB,16,16,41,30,73.2%,216,7.2,0,13,58.5,23,5.3,1.9,13.5,3,PortCl00
129,Warrick Dunn*,ATL,30,RB,16,16,37,29,78.4%,220,7.6,1,8,54.1,24,5.9,1.8,13.8,3,DunnWa00
130,Kevin Faulk,NWE,29,RB,8,2,37,29,78.4%,260,9.0,0,13,51.4,23,7.0,3.6,32.5,3,FaulKe00
131,Doug Jolley,NYJ,26,TE,16,7,50,29,58.0%,324,11.2,1,17,42.0,60,6.5,1.8,20.3,1,JollDo00
132,Ben Watson,NWE,25,TE,15,9,54,29,53.7%,441,15.2,4,22,51.9,35,8.2,1.9,29.4,1,WatsBe00
133,Wes Welker,MIA,24,WR,16,1,52,29,55.8%,434,15.0,0,19,51.9,47,8.3,1.8,27.1,5,WelkWe00
134,Roddy White,ATL,24,WR,16,8,69,29,42.0%,446,15.4,3,23,39.1,54,6.5,1.8,27.9,1,WhitRo00
135,Mike Williams,DET,21,WR,14,4,57,29,50.9%,350,12.1,1,20,47.4,49,6.1,2.1,25.0,2,WillMi03
136,Adam Bergen,ARI,22,TE,16,9,43,28,65.1%,270,9.6,1,13,44.2,32,6.3,1.8,16.9,0,BergAd00
137,Reche Caldwell,SDG,26,WR,16,2,43,28,65.1%,352,12.6,1,16,58.1,43,8.2,1.8,22.0,2,CaldRe00
138,D.J. Hackett,SEA,24,WR,13,3,43,28,65.1%,400,14.3,2,17,60.5,47,9.3,2.2,30.8,0,HackD.00
139,Willis McGahee,BUF,24,RB,16,15,37,28,75.7%,178,6.4,0,10,37.8,19,4.8,1.8,11.1,1,McGaWi00
140,Jerald Sowell,NYJ,31,FB,16,14,38,28,73.7%,155,5.5,2,7,39.5,28,4.1,1.8,9.7,1,SoweJe00
141,Michael Bennett,MIN,27,RB,16,6,31,27,87.1%,124,4.6,2,8,32.3,20,4.0,1.7,7.8,5,BennMi00
142,Robert Ferguson,GNB,26,WR,11,7,57,27,47.4%,366,13.6,3,19,43.9,51,6.4,2.5,33.3,0,FergRo00
143,David Martin,GNB,26,TE,12,8,39,27,69.2%,224,8.3,3,14,51.3,21,5.7,2.3,18.7,0,MartDa00
144,Thomas Jones,CHI,27,RB,15,15,39,26,66.7%,143,5.5,0,6,30.8,41,3.7,1.7,9.5,2,JoneTh00
145,Cedrick Wilson,PIT,27,WR,16,1,53,26,49.1%,451,17.3,0,20,41.5,46,8.5,1.6,28.2,1,WilsCe00
146,Mike Alstott,TAM,32,FB,16,7,38,25,65.8%,222,8.9,1,11,50.0,24,5.8,1.6,13.9,0,AlstMi00
147,J.J. Arrington,ARI,22,RB,15,5,34,25,73.5%,139,5.6,0,6,32.4,15,4.1,1.7,9.3,1,ArriJ.00
148,Chris Brown,TEN,24,RB,15,14,37,25,67.6%,327,13.1,2,13,48.6,57,8.8,1.7,21.8,4,BrowCh03
149,Keary Colbert,CAR,23,WR,16,16,55,25,45.5%,282,11.3,2,15,41.8,42,5.1,1.6,17.6,1,ColbKe00
150,Bubba Franks,GNB,27,TE,10,8,39,25,64.1%,207,8.3,1,12,46.2,24,5.3,2.5,20.7,0,FranBu00
151,Ricky Proehl,CAR,37,WR,16,0,50,25,50.0%,441,17.6,4,19,44.0,69,8.8,1.6,27.6,0,ProeRi00
152,Courtney Anderson,OAK,25,TE,14,13,48,24,50.0%,303,12.6,3,19,47.9,36,6.3,1.7,21.6,1,AndeCo00
153,Desmond Clark,CHI,28,TE,16,16,49,24,49.0%,229,9.5,2,16,38.8,31,4.7,1.5,14.3,0,ClarDe00
154,Frisman Jackson,CLE,26,WR,12,0,41,24,58.5%,287,12.0,1,16,56.1,68,7.0,2.0,23.9,0,JackFr01
155,Curtis Martin,NYJ,32,RB,12,12,30,24,80.0%,118,4.9,0,3,36.7,14,3.9,2.0,9.8,2,MartCu00
156,Lorenzo Neal*,SDG,35,FB,16,15,29,24,82.8%,145,6.0,1,4,58.6,21,5.0,1.5,9.1,0,NealLo00
157,Marcellus Rivers,HOU,27,TE,16,5,35,24,68.6%,168,7.0,0,9,45.7,20,4.8,1.5,10.5,0,RiveMa00
158,Troy Williamson,MIN,22,WR,14,3,52,24,46.2%,372,15.5,2,18,40.4,56,7.2,1.7,26.6,0,WillTr01
159,Rudi Johnson,CIN,26,RB,16,14,30,23,76.7%,90,3.9,0,2,23.3,15,3.0,1.4,5.6,1,JohnRu00
160,Brandon Jones,TEN,23,WR,10,8,47,23,48.9%,299,13.0,2,18,44.7,38,6.4,2.3,29.9,0,JoneBr02
161,Dane Looker,STL,29,WR,16,0,27,23,85.2%,237,10.3,0,15,63.0,23,8.8,1.4,14.8,0,LookDa00
162,Kris Mangum,CAR,32,TE,14,9,35,23,65.7%,202,8.8,2,16,45.7,24,5.8,1.6,14.4,0,MangKr00
163,Tyrone Calico,TEN,25,WR,12,6,42,22,52.4%,191,8.7,0,11,38.1,18,4.5,1.8,15.9,1,CaliTy00
164,Patrick Crayton,DAL,26,WR,11,0,35,22,62.9%,341,15.5,2,15,54.3,63,9.7,2.0,31.0,3,CrayPa00
165,Corey Dillon,NWE,31,RB,12,10,26,22,84.6%,181,8.2,1,8,57.7,25,7.0,1.8,15.1,1,DillCo00
166,Devery Henderson,NOR,23,WR,15,3,50,22,44.0%,343,15.6,3,16,40.0,66,6.9,1.5,22.9,0,HendDe00
167,Jim Kleinsasser,MIN,28,TE,16,16,28,22,78.6%,171,7.8,0,6,53.6,15,6.1,1.4,10.7,1,KleiJi00
168,Patrick Pass,NWE,28,FB,12,4,30,22,73.3%,227,10.3,0,8,43.3,39,7.6,1.8,18.9,2,PassPa00
169,David Patten,WAS,31,WR,9,7,53,22,41.5%,217,9.9,0,10,30.2,32,4.1,2.4,24.1,0,PattDa00
170,Koren Robinson*,MIN,25,WR,14,5,37,22,59.5%,347,15.8,1,10,45.9,80,9.4,1.6,24.8,2,RobiKo00
171,Mack Strong*+,SEA,34,FB,16,6,27,22,81.5%,166,7.5,0,6,51.9,27,6.1,1.4,10.4,0,StroMa00
172,Jonathan Wells,HOU,26,RB,15,6,27,22,81.5%,179,8.1,0,6,63.0,20,6.6,1.5,11.9,1,WellJo00
173,Charlie Adams,DEN,26,WR,16,2,36,21,58.3%,203,9.7,0,9,36.1,21,5.6,1.3,12.7,4,AdamCh00
174,Stephen Alexander,DEN,30,TE,16,15,36,21,58.3%,170,8.1,1,9,44.4,15,4.7,1.3,10.6,0,AlexSt00
175,Justin Griffith,ATL,25,FB,16,15,34,21,61.8%,111,5.3,3,7,35.3,17,3.3,1.3,6.9,1,GrifJu00
176,Priest Holmes,KAN,32,RB,7,7,32,21,65.6%,197,9.4,1,7,43.8,60,6.2,3.0,28.1,1,HolmPr00
177,Johnnie Morton,SFO,34,WR,13,10,44,21,47.7%,288,13.7,0,14,36.4,30,6.5,1.6,22.2,0,MortJo00
178,Artose Pinner,DET,27,RB,16,2,25,21,84.0%,181,8.6,0,7,48.0,24,7.2,1.3,11.3,0,PinnAr00
179,Courtney Roby,TEN,22,WR,13,6,43,21,48.8%,289,13.8,1,12,37.2,32,6.7,1.6,22.2,1,RobyCo00
180,Roydell Williams,TEN,24,WR,10,2,39,21,53.8%,299,14.2,2,15,43.6,50,7.7,2.1,29.9,0,WillRo05
181,Kevin Jones,DET,23,RB,13,13,28,20,71.4%,109,5.5,0,3,32.1,28,3.9,1.5,8.4,2,JoneKe02
182,Daniel Wilcox,BAL,28,TE,13,3,28,20,71.4%,154,7.7,1,5,53.6,17,5.5,1.5,11.8,0,WilcDa01
183,Cadillac Williams,TAM,23,RB,14,14,25,20,80.0%,81,4.1,0,4,32.0,15,3.2,1.4,5.8,3,WillCa02
184,Mark Campbell,BUF,30,TE,14,10,29,19,65.5%,139,7.3,0,6,34.5,27,4.8,1.4,9.9,0,CampMa00
185,Jerricho Cotchery,NYJ,23,WR,16,1,32,19,59.4%,251,13.2,0,13,46.9,45,7.8,1.2,15.7,2,CotcJe00
186,Tim Dwight,NWE,30,WR,16,1,34,19,55.9%,332,17.5,3,14,50.0,59,9.8,1.2,20.8,1,DwigTi00
187,Ahman Green,GNB,28,RB,5,5,27,19,70.4%,147,7.7,0,7,44.4,20,5.4,3.8,29.4,1,GreeAh00
188,Kevin Walter,CIN,24,WR,16,2,29,19,65.5%,211,11.1,1,14,55.2,33,7.3,1.2,13.2,0,WaltKe00
189,Mike Anderson,DEN,32,RB,15,15,21,18,85.7%,212,11.8,1,6,61.9,66,10.1,1.2,14.1,2,AndeMi00
190,Chris Baker,NYJ,26,TE,8,8,25,18,72.0%,269,14.9,1,11,56.0,47,10.8,2.3,33.6,1,BakeCh00
191,Marion Barber III,DAL,22,RB,13,2,25,18,72.0%,115,6.4,0,6,40.0,21,4.6,1.4,8.8,3,BarbMa01
192,Tatum Bell,DEN,24,RB,15,1,28,18,64.3%,104,5.8,0,5,35.7,14,3.7,1.2,6.9,3,BellTa00
193,Mark Bradley,CHI,23,WR,7,4,36,18,50.0%,230,12.8,0,9,41.7,54,6.4,2.6,32.9,1,BradMa00
194,Kyle Brady,JAX,33,TE,16,14,26,18,69.2%,157,8.7,1,6,50.0,33,6.0,1.1,9.8,3,BradKy00
195,Bryan Fletcher,IND,26,TE,16,12,27,18,66.7%,202,11.2,3,11,59.3,23,7.5,1.1,12.6,0,FletBr00
196,Chris Horn,KAN,28,WR,14,3,31,18,58.1%,187,10.4,0,7,48.4,50,6.0,1.3,13.4,0,HornCh00
197,LeRon McCoy,ARI,23,WR,10,4,30,18,60.0%,191,10.6,1,11,46.7,24,6.4,1.8,19.1,0,McCoLe00
198,Billy McMullen,PHI,25,WR,16,0,38,18,47.4%,268,14.9,1,13,44.7,38,7.1,1.1,16.8,1,McMuBi00
199,Willie Parker,PIT,25,RB,15,15,24,18,75.0%,218,12.1,1,9,58.3,48,9.1,1.2,14.5,4,ParkWi00
